Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Irregular,Flake,16.38999939,>75%,4.179999828,21.90999985,Distal,1,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,16.14999962,>75%,2.339999914,18.65999985,Distal,1,Direito,Irregular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,12.56000042,>75%,3.839999914,17.48999977,Distal,1,Direito,Irregular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,50.08000183,>75%,12.51000023,63.04000092,No_Cortex,1,Direito,Flat,Liso,Unidireccional,>75%
Natural,Paralell,Flake,47.18000031,>75%,11.56999969,27.06999969,No_Cortex,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,41.22000122,>75%,8.529999733,25.25,No_Cortex,1,Torcido,Triangular,Cortical,Unidireccional,>75%
Natural,Paralell,Flake,40.81,>75%,12.28,27.6,No_Cortex,1,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,39.68,>75%,10.04,25.03,No_Cortex,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Biconvex,Flake,34.67,>75%,19.26,62.67,No_Cortex,1,Encurvado,Flat,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,23.03,>75%,3.77,24.08,No_Cortex,1,Encurvado,Irregular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,24.17,>75%,5.21,17.66,No_Cortex,1,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,36.64,>75%,21.61,46.79,Proximal,1,Irregular,Irregular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,19.44,>75%,2.28,14.71,Proximal,1,Torcido,Irregular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,13.37,>75%,7.15,20.98,Proximal,1,Direito,Irregular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,15.93,>75%,4.19,14.52,Proximal,1,Encurvado,Irregular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,33.88000107,>75%,8.800000191,44.56999969,Proximal,1,Encurvado,Irregular,Liso,Unidireccional,>75%
Natural,Other,Flake,53.04999924,>75%,7.360000134,42.38000107,Proximal,1,Encurvado,Flat,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,26.86000061,>75%,3.700000048,21.32999992,Proximal,1,Direito,Irregular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,26.48999977,>75%,4.630000114,18.70000076,Proximal,1,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,24.14999962,>75%,3.680000067,12.57999992,Proximal,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Paralell,Flake,23.70000076,>75%,7.619999886,18.07999992,Proximal,1,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,27.71999931,>75%,5.039999962,32.13000107,Lateral/Proximal,1,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,38.15000153,>75%,5.170000076,22.61000061,Lateral/Proximal,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Biconvex,Flake,20.58,>75%,2.91,11.35,Lateral,1,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,29.61000061,>75%,4.650000095,15.53999996,Lateral,1,Encurvado,Triangular,Crushed,Unidireccional,>75%
Natural,Biconvex,Flake,19.70999908,>75%,5.550000191,17.23999977,Lateral,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,14.26000023,>75%,3.650000095,19.14999962,Proximal,1,Encurvado,Triangular,Multifacetted,Other,>75%
Natural,Irregular,Flake,18.04,>75%,10.4,30.11,Proximal,1,Direito,Triangular,Cortical,Other,>75%
Natural,Divergent,Flake,28.20999908,>75%,7.730000019,37.47999954,Proximal,1,Encurvado,Irregular,Cortical,Other,>75%
Natural,Paralell,Flake,31.65,>75%,6.55,21.37,Lateral,1,Encurvado,Triangular,Cortical,Other,>75%
Natural,Divergent,Flake,28.53,>75%,5.48,17.83,Lateral,1,Direito,Triangular,Linear,Other,>75%
Natural,Paralell,Flake,23.47,>75%,5.75,17.19,Lateral,1,Direito,Triangular,Liso,Other,>75%
Natural,Irregular,Flake,22.89,>75%,9.85,23.64,Lateral,1,Irregular,Irregular,Liso,Other,>75%
Natural,Paralell,Flake,38.42,>75%,13.54,24.88,Lateral,1,Direito,Triangular,Cortical,Other,>75%
Natural,Paralell,Flake,16.78000069,>75%,2.690000057,14.97000027,Lateral,1,Encurvado,Triangular,Cortical,Other,>75%
Natural,Irregular,Flake,27.02000046,>75%,4.690000057,20.52000046,Lateral,1,Direito,Triangular,Liso,Other,>75%
Natural,Divergent,Flake,21.40999985,>75%,4.960000038,25.54000092,Lateral,1,Direito,Triangular,Liso,Other,>75%
Natural,Other,Flake,18.39,>75%,4.36,17.64,Distal,1,Direito,Irregular,Liso,Other,>75%
Natural,Divergent,Flake,24.10000038,>75%,15.81999969,32.72000122,Distal,1,Direito,Triangular,Cortical,Other,>75%
Natural,Irregular,Flake,26.15,>75%,9.68,35.54,No_Cortex,1,Direito,Flat,Cortical,Other,>75%
Natural,Irregular,Flake,20.82,>75%,6.26,43.43,No_Cortex,1,Encurvado,Irregular,Liso,Other,>75%
Natural,Paralell,Flake,15.47,>75%,2.17,11.85,No_Cortex,1,Direito,Flat,Linear,Other,>75%
Natural,Divergent,Flake,32.51,>75%,7.94,45.89,Lateral,2,Direito,Flat,Cortical,Unidireccional,>75%
Hinged,Divergent,Flake,29.96,>75%,4.21,22.05,Lateral/Distal,2,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,34.15,>75%,12.48,27.26,Lateral,2,Direito,Triangular,Crushed,Unidireccional,>75%
Natural,Paralell,Flake,20.32999992,>75%,4.239999771,16.65999985,Lateral,2,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,23.72999954,>75%,11.31000042,23.72999954,Lateral,2,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,26.36000061,>75%,11.63000011,35.34999847,Lateral,2,Irregular,Irregular,Cortical,Unidireccional,>75%
Natural,Convergent,Flake,26.04000092,>75%,6.769999981,14.77999973,Lateral,2,Direito,Triangular,Crushed,Unidireccional,>75%
Natural,Biconvex,Flake,32.59000015,>75%,12.59000015,25.79999924,Distal,2,Irregular,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,18.43000031,>75%,3.420000076,21.80999947,Distal,2,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,17.72999954,>75%,3.359999895,20.5,Distal,2,Direito,Flat,Liso,Unidireccional,>75%
Natural,Paralell,Flake,17.62000084,>75%,6.059999943,28.29999924,Distal,2,Direito,Irregular,Other,Unidireccional,>75%
Natural,Divergent,Flake,46.58000183,>75%,14.80000019,45.25999832,Distal,2,Encurvado,Triangular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,25.40999985,>75%,6.369999886,17.96999931,Distal,2,Direito,Triangular,Crushed,Unidireccional,>75%
Natural,Convergent,Flake,34,>75%,6.289999962,22.73999977,Distal,2,Direito,Triangular,Other,Unidireccional,>75%
Natural,Paralell,Flake,22.01000023,>75%,7.619999886,24.80999947,Distal,2,Direito,Triangular,Multifacetted,Unidireccional,>75%
Natural,Divergent,Flake,21.46999931,>75%,5.760000229,25.67000008,Distal,2,Encurvado,Trapezoidal,Crushed,Unidireccional,>75%
Natural,Irregular,Flake,49.75,>75%,6.849999905,36.02999878,Distal,2,Direito,Triangular,Other,Unidireccional,>75%
Natural,Paralell,Flake,21.72999954,>75%,4.590000153,15.32999992,Distal,2,Torcido,Triangular,Liso,Unidireccional,>75%
Natural,Other,Flake,15.60999966,>75%,5.880000114,13.22000027,Distal,2,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,42.79999924,>75%,8.470000267,32.86000061,Distal,2,Encurvado,Irregular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,38.36000061,>75%,3.799999952,23.09000015,Distal,2,Irregular,Irregular,Crushed,Unidireccional,>75%
Natural,Irregular,Flake,23.30999947,>75%,7.340000153,28.87000084,Distal,2,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,23.35000038,>75%,6.440000057,19.77000046,Proximal,2,Encurvado,Triangular,Crushed,Unidireccional,>75%
Natural,Divergent,Flake,17.68000031,>75%,5.039999962,20.04000092,Proximal,2,Direito,Flat,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,27.59000015,>75%,3.960000038,16.78000069,Lateral/Proximal,2,Irregular,Triangular,Liso,Other,>75%
Natural,Divergent,Flake,23.07999992,>75%,8.920000076,18.5,Lateral,2,Encurvado,Triangular,Liso,Other,>75%
Natural,Divergent,Flake,21.2,>75%,14.14,42.09,Distal,2,Direito,Triangular,Cortical,Other,>75%
Natural,Paralell,Flake,27.54,>75%,3.39,15.53,No_Cortex,2,Irregular,Flat,Other,Other,>75%
Natural,Irregular,Flake,30.08,>75%,10.12,22.4,Proximal,2,Direito,Irregular,Liso,Bidireccional,>75%
Natural,Irregular,Flake,19.78,>75%,5.99,11.63,Lateral,2,Encurvado,Triangular,Cortical,Bidireccional,>75%
Natural,Irregular,Flake,30.38,>75%,7.42,25.33,No_Cortex,2,Torcido,Triangular,Linear,Bidireccional,>75%
Natural,Paralell,Flake,32.95999908,>75%,12.19999981,29.46999931,Proximal,2,Direito,Triangular,Cortical,Crossed,>75%
Natural,Irregular,Flake,25.35000038,>75%,5.900000095,19.78000069,Proximal,2,Encurvado,Trapezoidal,Crushed,Crossed,>75%
Natural,Divergent,Flake,30.88,>75%,6.11,30.03,Lateral,2,Encurvado,Trapezoidal,Other,Crossed,>75%
Natural,Paralell,Flake,22.03000069,>75%,5.050000191,20.45000076,Lateral,2,Irregular,Triangular,Other,Crossed,>75%
Natural,Irregular,Flake,20.02000046,>75%,5.940000057,15.84000015,Proximal,3,Direito,Triangular,Dihedral,Radial,>75%
Natural,Other,Flake,14.63000011,>75%,11.13000011,32.79999924,Proximal,3,Direito,Irregular,Cortical,Unidireccional,>75%
Natural,Paralell,Flake,32.49000168,>75%,6.989999771,29.40999985,Mesial,3,Direito,Trapezoidal,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,22.59,>75%,5.5,19.94,Lateral,3,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,22.37999916,>75%,10.26000023,19.12000084,Lateral,3,Direito,Trapezoidal,Liso,Unidireccional,>75%
Natural,Divergent,Flake,26.76000023,>75%,7.710000038,40.04000092,Distal,3,Direito,Irregular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,60.49000168,>75%,5.809999943,54.04999924,Distal,3,Irregular,Triangular,Liso,Unidireccional,>75%
Natural,Divergent,Flake,21.51000023,>75%,4.989999771,24.77000046,Distal,3,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,29.58,>75%,7.67,25.31,Proximal,3,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Irregular,Flake,35.31,>75%,2.54,23.43,Mesial,3,Encurvado,Triangular,Liso,Other,>75%
Natural,Irregular,Flake,54.02000046,>75%,6.519999981,41.68999863,Mesial,3,Encurvado,Flat,Crushed,Bidireccional,>75%
Natural,Biconvex,Flake,25.77,>75%,6.62,20.66,Lateral,3,Direito,Triangular,Cortical,Bidireccional,>75%
Natural,Divergent,Flake,34.79999924,>75%,9.289999962,29.54999924,No_Cortex,3,Encurvado,Trapezoidal,Crushed,Crossed,>75%
Natural,Irregular,Flake,23.28000069,>75%,6.840000153,25.51000023,Mesial,5,Irregular,Irregular,Linear,Radial,>75%
Natural,Divergent,Flake,46.99000168,>75%,5.190000057,31.21999931,Lateral,6,Encurvado,Trapezoidal,Liso,Other,>75%
Natural,Irregular,Flake,70.26999664,>75%,13.28999996,31.10000038,No_Cortex, ,Direito,Triangular,Cortical,Other,>75%
Natural,Paralell,Flake,27.93,>75%,10.9,13.31,No_Cortex, ,Direito,Trapezoidal,Cortical,Other,>75%
Pointed,Convergent,Flake,41.73,>75%,12.04,13.21,No_Cortex, ,Direito,Triangular,Crushed,Other,>75%
Natural,Paralell,Flake,31.11,>75%,3.68,6.95,No_Cortex, ,Encurvado,Triangular,Crushed,Other,>75%
Natural,Irregular,Flake,27.63,>75%,3.85,12.71,No_Cortex, ,Irregular,Triangular,Crushed,Other,>75%
Natural,Divergent,Flake,23.19,>75%,5.17,11.32,No_Cortex, ,Encurvado,Triangular,Crushed,Other,>75%
Natural,Convergent,Flake,19.31,>75%,1.76,3.74,No_Cortex, ,Direito,Triangular,Liso,Other,>75%
Natural,Paralell,Flake,27.38999939,>75%,3.809999943,12.93999958,Lateral,0,Direito,Triangular,Liso,Other,>75%
Natural,Paralell,Flake,29.40999985,>75%,4.699999809,13.85000038,No_Cortex,0,Direito,Triangular,Cortical,Other,>75%
Natural,Irregular,Flake,43.33000183,>75%,4.420000076,18.45000076,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Irregular,Flake,73.98999786,>75%,10.10000038,32.75999832,Lateral,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Biconvex,Flake,24.88999939,>75%,5.190000057,12.28999996,Lateral,1,Direito,Triangular,Cortical,Unidireccional,>75%
Natural,Paralell,Flake,31.12999916,>75%,4.360000134,11.73999977,Distal,1,Irregular,Triangular,Crushed,Unidireccional,>75%
Natural,Convergent,Flake,48.81000137,>75%,5.699999809,24.04000092,Lateral/Proximal,1,Encurvado,Triangular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,25.96999931,>75%,2.980000019,12.96000004,Lateral,1,Encurvado,Triangular,Linear,Other,>75%
Natural,Irregular,Flake,35.13,>75%,3.75,11.94,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,>75%
Natural,Paralell,Flake,51.79999924,>75%,12.09000015,25.39999962,Distal,2,Direito,Triangular,Liso,Unidireccional,>75%
Natural,Paralell,Flake,26.12000084,>75%,5.110000134,13.02999973,Mesial,2,Direito,Triangular,Liso,Bidireccional,>75%
Natural,Paralell,Flake,38.51,>75%,11.83,11.31,No_Cortex,3,Direito,Irregular,Other,Other,>75%
Natural,Other,Flake,14.26,>75%,1.48,6.98,Distal,4,Direito,Triangular,Crushed,Other,>75%
Natural,Other,Flake, ,<25%,10.88000011,37.77000046,Distal,0,Torcido,Irregular,Other,Other,<25%
Natural,Irregular,Flake, ,<25%,2.960000038,21.79000092,Lateral,1,Torcido,Triangular,Other,Other,<25%
Natural,Paralell,Flake, ,<25%,4.01,15.08,Lateral,2,Torcido,Trapezoidal,Linear,Unidireccional,<25%
Natural,Irregular,Flake, ,<25%,1.94,13.18,Distal,2,Torcido,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake, ,<25%,8.62,25.05,Distal,3,Encurvado,Triangular,Other,Unidireccional,<25%
Natural,Other,Flake,28.89999962,<25%,10.57999992, ,Lateral/Mesial,3,Torcido,Triangular,Multifacetted,Bidireccional,<25%
Natural,Irregular,Flake,27.16,<25%,7.97,25.33,Proximal, ,Irregular,Irregular,Liso,Other,<25%
Natural,Irregular,Flake,13.8,<25%,9.41,26.81,Lateral/Mesial, ,Direito,Irregular,Liso,Other,<25%
Natural,Irregular,Flake,47.84999847,<25%,5.579999924,29.65999985,Lateral/Distal, ,Encurvado,Triangular,Multifacetted,Other,<25%
Natural,Biconvex,Flake,17.81999969,<25%,2.049999952,12.34000015,Lateral, ,Encurvado,Irregular,Liso,Other,<25%
Natural,Divergent,Flake,27.93,<25%,8.11,35.76,Lateral, ,Encurvado,Irregular,Liso,Other,<25%
Natural,Irregular,Flake,24.34,<25%,11.82,29.47,Lateral, ,Direito,Triangular,Other,Other,<25%
Natural,Irregular,Flake,37.15999985,<25%,10.42000008,37.61999893,Distal, ,Direito,Irregular,Liso,Other,<25%
Pointed,Irregular,Flake,15.71000004,<25%,4.199999809,21.31999969,Distal, ,Encurvado,Flat,Multifacetted,Other,<25%
Natural,Biconvex,Flake,44.47,<25%,11.68,26.75,Distal, ,Direito,Triangular,Cortical,Other,<25%
Natural,Other,Flake,54.31000137,<25%,15.35000038,27.36000061,Proximal,0,Direito,Triangular,Crushed,Other,<25%
Natural,Paralell,Flake,40.11999893,<25%,9.640000343,27,Proximal,0,Direito,Trapezoidal,Liso,Other,<25%
Natural,Other,Flake,25.14999962,<25%,7.710000038,28.40999985,Proximal,0,Direito,Irregular,Other,Other,<25%
Natural,Other,Flake,24.51000023,<25%,6.210000038,24.21999931,Proximal,0,Direito,Irregular,Other,Other,<25%
Natural,Biconvex,Flake,15.42000008,<25%,3.470000029,11.36999989,Proximal,0,Direito,Irregular,Liso,Other,<25%
Natural,Other,Flake,22.39999962,<25%,18.87999916,22.39999962,Mesial,0,Direito,Irregular,Other,Other,<25%
Natural,Other,Flake,24.87999916,<25%,11.02000046,20.76000023,Mesial,0,Irregular,Triangular,Other,Other,<25%
Natural,Paralell,Flake,41.61000061,<25%,3.140000105,30.60000038,Lateral/Proximal,0,Torcido,Irregular,Crushed,Other,<25%
Natural,Irregular,Flake,28.97999954,<25%,9.180000305,20.57999992,Lateral/Proximal,0,Encurvado,Triangular,Liso,Other,<25%
Natural,Circular,Flake,23.06999969,<25%,4.050000191,26.10000038,Lateral/Proximal,0,Direito,Triangular,Liso,Other,<25%
Natural,Circular,Flake,26.55999947,<25%,4.829999924,27.43000031,Lateral/Proximal,0,Torcido,Triangular,Liso,Other,<25%
Natural,Convergent,Flake,30.71999931,<25%,12.43999958,24.42000008,Lateral/Proximal,0,Irregular,Triangular,Liso,Other,<25%
Natural,Irregular,Flake,40.61000061,<25%,9.279999733,27.70000076,Lateral/Mesial,0,Direito,Irregular,Other,Other,<25%
Natural,Divergent,Flake,35.16999817,<25%,15.18000031,52.36000061,Lateral/Mesial,0,Encurvado,Irregular,Crushed,Other,<25%
Natural,Convergent,Flake,32.77999878,<25%,7.039999962,25.02000046,Lateral/Mesial,0,Encurvado,Irregular,Crushed,Other,<25%
Natural,Irregular,Flake,26.22999954,<25%,10.89999962,28.64999962,Lateral/Mesial,0,Direito,Irregular,Other,Other,<25%
Natural,Other,Flake,14.13000011,<25%,4.019999981,22.28000069,Lateral/Distal,0,Direito,Irregular,Other,Other,<25%
Natural,Divergent,Flake,21.32999992,<25%,1.980000019,23.76000023,Lateral/Distal,0,Encurvado,Irregular,Crushed,Other,<25%
Hinged,Divergent,Flake,14.92000008,<25%,2.650000095,19.14999962,Lateral/Distal,0,Direito,Flat,Liso,Other,<25%
Natural,Irregular,Flake,12.85000038,<25%,2.900000095,21.88999939,Lateral/Distal,0,Direito,Flat,Linear,Other,<25%
Natural,Paralell,Flake,29.2,<25%,4.21,17.87,Lateral,0,Torcido,Triangular,Crushed,Other,<25%
Natural,Divergent,Flake,29.28000069,<25%,2.769999981,29.87999916,Lateral,0,Direito,Triangular,Other,Other,<25%
Natural,Divergent,Flake,20.60000038,<25%,5.989999771,30.70999908,Lateral,0,Direito,Irregular,Cortical,Other,<25%
Natural,Circular,Flake,33.56999969,<25%,4.21999979,35.27999878,Lateral,0,Direito,Irregular,Cortical,Other,<25%
Natural,Divergent,Flake,20.64999962,<25%,4.380000114,19.56999969,Lateral,0,Encurvado,Triangular,Liso,Other,<25%
Natural,Irregular,Flake,20.5,<25%,3.24000001,19.18000031,Lateral,0,Irregular,Triangular,Liso,Other,<25%
Natural,Irregular,Flake,35.00999832,<25%,8.659999847,24.34000015,Distal,0,Irregular,Irregular,Other,Other,<25%
Natural,Irregular,Flake,22.11000061,<25%,2.5,17.82999992,Distal,0,Encurvado,Irregular,Dihedral,Other,<25%
Natural,Irregular,Flake,42.11999893,<25%,14.14999962,35.36000061,Distal,0,Irregular,Irregular,Liso,Other,<25%
Natural,Divergent,Flake,27.61000061,<25%,4.630000114,20.20999908,Distal,0,Irregular,Irregular,Liso,Other,<25%
Natural,Irregular,Flake,30.02000046,<25%,5.760000229,17.38999939,Distal,0,Torcido,Irregular,Liso,Other,<25%
Natural,Paralell,Flake,25.34000015,<25%,8.909999847,19.03000069,Distal,0,Encurvado,Irregular,Crushed,Other,<25%
Natural,Irregular,Flake,23.19000053,<25%,2.880000114,18,Distal,0,Direito,Irregular,Liso,Other,<25%
Natural,Irregular,Flake,14.47000027,<25%,4.119999886,20.02000046,Distal,0,Direito,Triangular,Liso,Other,<25%
Natural,Divergent,Flake,11.78999996,<25%,3.410000086,23.29999924,Distal,0,Direito,Irregular,Liso,Other,<25%
Hinged,Divergent,Flake,16.92000008,<25%,5.099999905,29.95000076,Lateral/Proximal,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,16.62000084,<25%,3.130000114,21.93000031,Lateral/Proximal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,44.75,<25%,7.230000019,22.54000092,Lateral,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Circular,Flake,21.4,<25%,10.08,30.18,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,13.38,<25%,4.78,35.05,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.89999962,<25%,3.660000086,20.89999962,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Circular,Flake,23.75,<25%,4.19,29.63,Distal,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Biconvex,Flake,16.27000046,<25%,3.730000019,18.04999924,Distal,1,Irregular,Triangular,Liso,Unidireccional,<25%
Natural,Circular,Flake,26.74,<25%,7.91,23.9,Proximal,1,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,48.57,<25%,5.08,43.46,Proximal,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,15.97,<25%,0.99,21.61,Proximal,1,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Circular,Flake,29.82999992,<25%,5.260000229,25.95999908,Proximal,1,Direito,Flat,Liso,Unidireccional,<25%
Natural,Irregular,Flake,25.77,<25%,6.75,22.3,Mesial,1,Encurvado,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,15.37,<25%,2.54,17.98,Lateral/Proximal,1,Direito,Trapezoidal,Liso,Unidireccional,<25%
Natural,Convergent,Flake,27.64,<25%,8.06,16.86,Lateral/Proximal,1,Torcido,Triangular,Liso,Unidireccional,<25%
Pointed,Convergent,Flake,27,<25%,5.46,15.07,Lateral/Proximal,1,Direito,Triangular,Crushed,Unidireccional,<25%
Pointed,Irregular,Flake,25.25,<25%,3.34,17.88,Lateral/Proximal,1,Direito,Triangular,Crushed,Unidireccional,<25%
Pointed,Convergent,Flake,23.78,<25%,7.42,19.32,Lateral/Proximal,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,22.44,<25%,3.92,29.49,Lateral/Proximal,1,Direito,Flat,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.83,<25%,3.7,11.13,Lateral/Proximal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,14.65,<25%,1.94,9.63,Lateral/Proximal,1,Direito,Irregular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,31.15,<25%,5.54,24.57,Lateral/Proximal,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Convergent,Flake,35.25,<25%,15.78999996,32.00999832,Lateral/Proximal,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,32.70999908,<25%,5.199999809,40.04000092,Lateral/Proximal,1,Encurvado,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,16.55999947,<25%,1,17.59000015,Lateral/Proximal,1,Direito,Trapezoidal,Other,Unidireccional,<25%
Natural,Irregular,Flake,16.92000008,<25%,3.640000105,17.93000031,Lateral/Proximal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,21.03000069,<25%,3.24000001,23.10000038,Lateral/Proximal,1,Direito,Flat,Other,Unidireccional,<25%
Pointed,Irregular,Flake,20.96999931,<25%,2.869999886,11.44999981,Lateral/Mesial,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.69000053,<25%,3.710000038,18.67000008,Lateral/Mesial,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,24.62000084,<25%,12.55000019,25.70000076,Lateral/Mesial,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,15.53999996,<25%,2.50999999,16.11000061,Lateral/Mesial,1,Direito,Triangular,Other,Unidireccional,<25%
Natural,Irregular,Flake,23.53000069,<25%,2.50999999,18.61000061,Lateral/Mesial,1,Torcido,Flat,Liso,Unidireccional,<25%
Natural,Circular,Flake,20.77000046,<25%,3.640000105,20.31999969,Lateral/Mesial,1,Direito,Triangular,Other,Unidireccional,<25%
Natural,Paralell,Flake,26.37000084,<25%,3.910000086,13.77000046,Lateral/Distal,1,Torcido,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,37.56,<25%,3.55,23.06,Lateral/Distal,1,Torcido,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,33.47,<25%,3.54,25.22,Lateral/Distal,1,Direito,Flat,Other,Unidireccional,<25%
Natural,Paralell,Flake,17.26,<25%,1.28,9.01,Lateral/Distal,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Hinged,Irregular,Flake,33.97999954,<25%,4.869999886,19.12000084,Lateral/Distal,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Circular,Flake,18.56999969,<25%,3.549999952,19.39999962,Lateral/Distal,1,Direito,Triangular,Other,Unidireccional,<25%
Natural,Circular,Flake,27.35000038,<25%,6.320000172,27.48999977,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,25.57999992,<25%,4.010000229,19.29999924,Lateral,1,Direito,Triangular,Multifacetted,Unidireccional,<25%
Natural,Convergent,Flake,31.64,<25%,5.84,18.13,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,28.03000069,<25%,10.64000034,16.20000076,Lateral,1,Direito,Triangular,Other,Unidireccional,<25%
Natural,Irregular,Flake,22.75,<25%,3.44,16.56,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,21.57,<25%,2.32,28.94,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,15.76,<25%,3.68,22.74,Lateral,1,Direito,Flat,Liso,Unidireccional,<25%
Natural,Other,Flake,15.59,<25%,3.09,13.59,Lateral,1,Torcido,Triangular,Linear,Unidireccional,<25%
Natural,Biconvex,Flake,24.35,<25%,5.76,17.17,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,37.22,<25%,6.7,28.9,Lateral,1,Direito,Triangular,Other,Unidireccional,<25%
Pointed,Convergent,Flake,48.35,<25%,7.42,36.53,Lateral,1,Irregular,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,38.09,<25%,19.05,22.2,Lateral,1,Direito,Irregular,Liso,Unidireccional,<25%
Overpassed,Divergent,Flake,36.4,<25%,9.4,21.27,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Pointed,Convergent,Flake,23.52,<25%,7.73,13.46,Lateral,1,Direito,Triangular,Dihedral,Unidireccional,<25%
Natural,Paralell,Flake,23.17,<25%,4.5,14.15,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,20.65,<25%,3.55,43.29,Lateral,1,Direito,Irregular,Other,Unidireccional,<25%
