Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Paralell,Flake,19.76,<25%,6.37,15.07,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,18.95,<25%,7.36,16.49,Lateral,1,Direito,Triangular,Linear,Unidireccional,<25%
Natural,Paralell,Flake,18.81,<25%,4.16,13.07,Lateral,1,Irregular,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,18.75,<25%,1.83,23.45,Lateral,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Convergent,Flake,16.72,<25%,3.44,9.75,Lateral,1,Torcido,Triangular,Crushed,Unidireccional,<25%
Natural,Paralell,Flake,14.97,<25%,1.63,12.04,Lateral,1,Direito,Trapezoidal,Liso,Unidireccional,<25%
Natural,Paralell,Flake,13.75,<25%,2.16,13.01,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,12.36,<25%,2.7,18.68,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,33.55,<25%,8.2,26.41,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,22.38,<25%,4.18,16.35,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,19.69,<25%,1.9,24.53,Lateral,1,Irregular,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,16.86,<25%,1.39,10.59,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,15,<25%,1.55,17.73,Lateral,1,Direito,Triangular,Dihedral,Unidireccional,<25%
Natural,Paralell,Flake,34.75999832,<25%,7.289999962,20.57999992,Lateral,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,43.72000122,<25%,6.400000095,24.95000076,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,17.84000015,<25%,3.50999999,24.32999992,Lateral,1,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Circular,Flake,17.54000092,<25%,5.059999943,17.75,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,26.46999931,<25%,3.839999914,34.36000061,Lateral,1,Irregular,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,23.75,<25%,2.630000114,12.81000042,Lateral,1,Direito,Trapezoidal,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,22.51000023,<25%,2.789999962,18.22999954,Lateral,1,Direito,Triangular,Linear,Unidireccional,<25%
Natural,Paralell,Flake,21.78000069,<25%,3.059999943,19.14999962,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,20.15999985,<25%,4.300000191,16.73999977,Lateral,1,Direito,Triangular,Other,Unidireccional,<25%
Natural,Irregular,Flake,18.98999977,<25%,2.269999981,18.53000069,Lateral,1,Irregular,Triangular,Crushed,Unidireccional,<25%
Hinged,Other,Flake,30.73999977,<25%,4.909999847,21.42000008,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,23.93000031,<25%,4.559999943,15.68999958,Lateral,1,Torcido,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,21.86000061,<25%,2.799999952,13.06999969,Lateral,1,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Paralell,Flake,16.95999908,<25%,4.889999866,11.15999985,Lateral,1,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Other,Flake,47.40999985,<25%,5.510000229,25.89999962,Lateral,1,Torcido,Triangular,Liso,Unidireccional,<25%
Natural,Biconvex,Flake,22.10000038,<25%,5.260000229,16.46999931,Lateral,1,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,19.70000076,<25%,2.859999895,28.21999931,Lateral,1,Direito,Flat,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,19.44000053,<25%,3.849999905,18.72999954,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,17.90999985,<25%,2.829999924,21.12999916,Lateral,1,Direito,Flat,Other,Unidireccional,<25%
Natural,Divergent,Flake,13.52000046,<25%,3.150000095,31.42000008,Lateral,1,Direito,Flat,Liso,Unidireccional,<25%
Natural,Irregular,Flake,11.30000019,<25%,2.099999905,22.79000092,Lateral,1,Direito,Flat,Dihedral,Unidireccional,<25%
Natural,Irregular,Flake,19.35000038,<25%,2.730000019,14.82999992,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Hinged,Divergent,Flake,17.37000084,<25%,4.739999771,24.39999962,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Biconvex,Flake,15.73999977,<25%,2.670000076,13.44999981,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,36.50999832,<25%,5.019999981,27.02000046,Lateral,1,Encurvado,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,33.02000046,<25%,3.619999886,22.43000031,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,25.53000069,<25%,2.50999999,21.22999954,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Other,Flake,22.36000061,<25%,3.75,18.67000008,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,21.07999992,<25%,2.980000019,15.89999962,Lateral,1,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,19.54000092,<25%,3.119999886,23.18000031,Lateral,1,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,17.65999985,<25%,6.309999943,17.48999977,Lateral,1,Direito,Triangular,Dihedral,Unidireccional,<25%
Natural,Irregular,Flake,17.63999939,<25%,2.839999914,23.87000084,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,16.43000031,<25%,3.109999895,9.930000305,Lateral,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,14.25,<25%,1.450000048,14.31000042,Lateral,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,26.85000038,<25%,7.309999943,20.54000092,Distal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,26.27,<25%,8.94,20.38,Distal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,24.18,<25%,3.36,15.13,Distal,1,Encurvado,Trapezoidal,Liso,Unidireccional,<25%
Natural,Irregular,Flake,17.35,<25%,3.54,18.94,Distal,1,Irregular,Triangular,Liso,Unidireccional,<25%
Overpassed,Irregular,Flake,12.78,<25%,3.61,18.36,Distal,1,Torcido,Irregular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,30.52000046,<25%,5.139999866,32.91999817,Distal,1,Encurvado,Triangular,Crushed,Unidireccional,<25%
Natural,Paralell,Flake,23.75,<25%,3.49000001,17.98999977,Distal,1,Direito,Triangular,Dihedral,Unidireccional,<25%
Natural,Circular,Flake,32.77999878,<25%,8.93999958,43.33000183,Distal,1,Encurvado,Trapezoidal,Liso,Unidireccional,<25%
Natural,Divergent,Flake,19.20000076,<25%,2.299999952,12.93999958,Distal,1,Encurvado,Triangular,Dihedral,Unidireccional,<25%
Natural,Divergent,Flake,12.03999996,<25%,2.200000048,14.57999992,Distal,1,Direito,Flat,Liso,Unidireccional,<25%
Natural,Irregular,Flake,32.41999817,<25%,4.869999886,22.36000061,Distal,1,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,17.96999931,<25%,1.960000038,20.82999992,Distal,1,Encurvado,Flat,Other,Unidireccional,<25%
Natural,Paralell,Flake,14.92000008,<25%,2.369999886,15.14999962,Distal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,13.82999992,<25%,4.269999981,24.47999954,Distal,1,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Other,Flake,9.270000458,<25%,2.130000114,24.10000038,Distal,1,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,24.15,<25%,3.71,23.5,Proximal,1,Encurvado,Irregular,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,31.92000008,<25%,5.389999866,27.21999931,Proximal,1,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Other,Flake,28.62999916,<25%,3.289999962,17.13999939,Proximal,1,Direito,Flat,Linear,Other,<25%
Natural,Divergent,Flake,16.35000038,<25%,2.589999914,14.88000011,Lateral/Proximal,1,Direito,Triangular,Cortical,Other,<25%
Natural,Biconvex,Flake,25.83,<25%,2.66,17.3,Lateral/Proximal,1,Encurvado,Flat,Liso,Other,<25%
Natural,Irregular,Flake,24.38,<25%,10.77,32.7,Lateral/Proximal,1,Direito,Irregular,Liso,Other,<25%
Natural,Circular,Flake,17.09000015,<25%,4.5,22.07999992,Lateral/Distal,1,Direito,Trapezoidal,Dihedral,Other,<25%
Natural,Other,Flake,26.5,<25%,5.260000229,13.69999981,Lateral/Distal,1,Torcido,Triangular,Liso,Other,<25%
Natural,Other,Flake,15.68999958,<25%,2.410000086,18.17000008,Lateral/Distal,1,Direito,Flat,Liso,Other,<25%
Natural,Irregular,Flake,23.90999985,<25%,3.819999933,30.82999992,Lateral,1,Irregular,Triangular,Cortical,Other,<25%
Natural,Convergent,Flake,24.65,<25%,5.48,16.55,Lateral,1,Direito,Triangular,Cortical,Other,<25%
Natural,Divergent,Flake,16.59,<25%,4.22,21.68,Lateral,1,Direito,Triangular,Cortical,Other,<25%
Natural,Paralell,Flake,13.72999954,<25%,2.690000057,12.76000023,Lateral,1,Direito,Triangular,Cortical,Other,<25%
Natural,Other,Flake,23.31999969,<25%,5.909999847,31.63999939,Lateral,1,Direito,Triangular,Liso,Other,<25%
Natural,Circular,Flake,18.61000061,<25%,8.579999924,22,Lateral,1,Direito,Flat,Other,Other,<25%
Natural,Irregular,Flake,17.92000008,<25%,4.199999809,23.30999947,Lateral,1,Irregular,Triangular,Cortical,Other,<25%
Natural,Irregular,Flake,15.94999981,<25%,2.779999971,20.31999969,Lateral,1,Direito,Triangular,Crushed,Other,<25%
Natural,Circular,Flake,8.819999695,<25%,1.159999967,11.38000011,Lateral,1,Direito,Flat,Multifacetted,Other,<25%
Natural,Paralell,Flake,29.98999977,<25%,5.079999924,17.20999908,Lateral,1,Direito,Triangular,Liso,Other,<25%
Natural,Irregular,Flake,28.05999947,<25%,4.550000191,27.32999992,Lateral,1,Direito,Flat,Cortical,Other,<25%
Natural,Irregular,Flake,22.02000046,<25%,1.769999981,15.39999962,Lateral,1,Direito,Flat,Liso,Other,<25%
Natural,Other,Flake,18.09000015,<25%,4.489999771,25.72999954,Lateral,1,Encurvado,Irregular,Liso,Other,<25%
Hinged,Paralell,Flake,17.87999916,<25%,1.879999995,11.07999992,Lateral,1,Direito,Flat,Cortical,Other,<25%
Natural,Divergent,Flake,16.76000023,<25%,3.539999962,13.02000046,Lateral,1,Encurvado,Triangular,Crushed,Other,<25%
Natural,Divergent,Flake,16.75,<25%,2.220000029,11.75,Lateral,1,Direito,Flat,Liso,Other,<25%
Natural,Irregular,Flake,16.30999947,<25%,4.71999979,18.47999954,Lateral,1,Direito,Triangular,Cortical,Other,<25%
Natural,Irregular,Flake,14.21000004,<25%,1.139999986,13.02000046,Distal,1,Direito,Flat,Multifacetted,Other,<25%
Natural,Irregular,Flake,16.70000076,<25%,2.319999933,26.09000015,Distal,1,Encurvado,Triangular,Other,Other,<25%
Natural,Irregular,Flake,16.20999908,<25%,2.880000114,23.12999916,Distal,1,Direito,Flat,Cortical,Other,<25%
Natural,Irregular,Flake,22.17,<25%,3.53,26.39,Proximal,2,Encurvado,Flat,Liso,Unidireccional,<25%
Natural,Irregular,Flake,25.93,<25%,5.95,29.74,Lateral/Proximal,2,Direito,Irregular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,38,<25%,4.699999809,21.62999916,Lateral/Proximal,2,Encurvado,Flat,Multifacetted,Unidireccional,<25%
Natural,Irregular,Flake,20.97999954,<25%,3.25999999,29.72999954,Lateral/Proximal,2,Encurvado,Irregular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,19.95000076,<25%,6.150000095,17.43000031,Lateral/Proximal,2,Direito,Irregular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,17.57999992,<25%,3.980000019,20.37000084,Lateral/Mesial,2,Encurvado,Irregular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,30.62000084,<25%,10.78999996,50.20999908,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.68000031,<25%,2.849999905,33.34999847,Lateral/Distal,2,Encurvado,Irregular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,29.19,<25%,12.87,40.18,Lateral,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,37.72,<25%,9.02,20.12,Lateral,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,16.29999924,<25%,4.739999771,12.96000004,Lateral,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,15.29,<25%,3.38,19.71,Lateral,2,Direito,Irregular,Linear,Unidireccional,<25%
Natural,Irregular,Flake,22.39999962,<25%,1.980000019,17.23999977,Lateral,2,Torcido,Flat,Liso,Unidireccional,<25%
Natural,Divergent,Flake,22.05999947,<25%,2.630000114,22.36000061,Lateral,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,15.55000019,<25%,5.239999771,22.70000076,Lateral,2,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,21.34000015,<25%,2.950000048,25.86000061,Distal,2,Encurvado,Flat,Liso,Unidireccional,<25%
Overpassed,Irregular,Flake,23.46,<25%,7.47,12.66,Proximal,2,Torcido,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.27,<25%,2.59,10.67,Proximal,2,Irregular,Irregular,Cortical,Unidireccional,<25%
Natural,Convergent,Flake,21.02000046,<25%,6.429999828,14.89000034,Proximal,2,Irregular,Triangular,Other,Unidireccional,<25%
Natural,Biconvex,Flake,34.38999939,<25%,5.699999809,20.06999969,Proximal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,21.96999931,<25%,6.739999771,12.63000011,Proximal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,20.37999916,<25%,4.260000229,19.25,Proximal,2,Encurvado,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,23.42000008,<25%,4.599999905,15.65999985,Mesial,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Other,Flake,29.76000023,<25%,14.06999969,23.17000008,Mesial,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,28.16,<25%,7.54,24.23,Lateral/Proximal,2,Direito,Irregular,Linear,Unidireccional,<25%
Natural,Irregular,Flake,22.24,<25%,5.76,18.58,Lateral/Proximal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,13.86,<25%,2.08,18.9,Lateral/Proximal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,30.64,<25%,4.34,23.15,Lateral/Proximal,2,Direito,Trapezoidal,Liso,Unidireccional,<25%
Natural,Convergent,Flake,20.5,<25%,4.42,18.91,Lateral/Proximal,2,Direito,Triangular,Dihedral,Unidireccional,<25%
Pointed,Convergent,Flake,21.03000069,<25%,3.819999933,15.76000023,Lateral/Proximal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,19.29999924,<25%,2.829999924,14.86999989,Lateral/Proximal,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,13.96000004,<25%,2.799999952,16.97999954,Lateral/Proximal,2,Direito,Triangular,Liso,Unidireccional,<25%
Hinged,Divergent,Flake,28.13999939,<25%,3.769999981,17.57999992,Lateral/Proximal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,24.46999931,<25%,3.640000105,15.47000027,Lateral/Proximal,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,23.87999916,<25%,2.619999886,12.98999977,Lateral/Proximal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,19.45999908,<25%,5.480000019,18.13999939,Lateral/Proximal,2,Direito,Triangular,Liso,Unidireccional,<25%
Hinged,Divergent,Flake,16.87000084,<25%,2.180000067,9.020000458,Lateral/Proximal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,23.17000008,<25%,8.850000381,12.81000042,Lateral/Mesial,2,Direito,Triangular,Other,Unidireccional,<25%
Natural,Divergent,Flake,40.20999908,<25%,3.24000001,23.68000031,Lateral/Mesial,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,27.87000084,<25%,4.929999828,15.80000019,Lateral/Mesial,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,24.29000092,<25%,5.340000153,19.29999924,Lateral/Mesial,2,Irregular,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,37.09000015,<25%,6.21999979,22,Lateral/Mesial,2,Encurvado,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,21.18000031,<25%,4.039999962,14.86999989,Lateral/Mesial,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,23.70000076,<25%,2.089999914,17.84000015,Lateral/Mesial,2,Torcido,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,23.19000053,<25%,1.940000057,14.61999989,Lateral/Mesial,2,Direito,Trapezoidal,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,25.19000053,<25%,4.949999809,19.19000053,Lateral/Distal,2,Encurvado,Triangular,Multifacetted,Unidireccional,<25%
Natural,Divergent,Flake,23.94000053,<25%,4.21999979,25.38999939,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,38.1,<25%,3.31,25.96,Lateral/Distal,2,Torcido,Trapezoidal,Liso,Unidireccional,<25%
Natural,Convergent,Flake,55.4,<25%,13.51,32.19,Lateral/Distal,2,Irregular,Triangular,Liso,Unidireccional,<25%
Natural,Biconvex,Flake,21.68,<25%,2.08,15.47,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,16.54,<25%,5.36,20.53,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,23.76,<25%,3.31,22.76,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,28.04000092,<25%,7.440000057,22.18000031,Lateral/Distal,2,Direito,Irregular,Other,Unidireccional,<25%
Hinged,Divergent,Flake,15.93000031,<25%,3.75999999,22.98999977,Lateral/Distal,2,Direito,Trapezoidal,Liso,Unidireccional,<25%
Hinged,Divergent,Flake,32.06999969,<25%,4.059999943,21.97999954,Lateral/Distal,2,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,17.88999939,<25%,2.950000048,25.56999969,Lateral/Distal,2,Direito,Flat,Other,Unidireccional,<25%
Natural,Paralell,Flake,15.81999969,<25%,3.049999952,12.94999981,Lateral/Distal,2,Torcido,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,36.93999863,<25%,3.269999981,20.36000061,Lateral/Distal,2,Torcido,Triangular,Liso,Unidireccional,<25%
Natural,Biconvex,Flake,33.08000183,<25%,3.079999924,20.76000023,Lateral/Distal,2,Encurvado,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,15.36999989,<25%,3.859999895,17.12999916,Lateral/Distal,2,Irregular,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,23.88999939,<25%,6.090000153,21.11000061,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,16.28000069,<25%,3.529999971,20.88999939,Lateral/Distal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Biconvex,Flake,31.46999931,<25%,5.449999809,16.77000046,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,18.54999924,<25%,1.75999999,9.550000191,Lateral/Distal,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,27.51000023,<25%,3.849999905,17.59000015,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,30.36000061,<25%,4.869999886,19.05999947,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Paralell,Flake,30.39999962,<25%,3.039999962,15.25,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Paralell,Flake,26.82999992,<25%,5.349999905,21.12999916,Lateral/Distal,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,26.69000053,<25%,2.809999943,16.97999954,Lateral/Distal,2,Encurvado,Triangular,Liso,Unidireccional,<25%
Natural,Convergent,Flake,25.62000084,<25%,6.239999771,22.18000031,Lateral/Distal,2,Irregular,Triangular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,18.70000076,<25%,2.859999895,11.67000008,Lateral/Distal,2,Direito,Triangular,Crushed,Unidireccional,<25%
Natural,Divergent,Flake,15.30000019,<25%,2.700000048,26.79999924,Lateral/Distal,2,Direito,Flat,Liso,Unidireccional,<25%
Natural,Paralell,Flake,43.83000183,<25%,6.769999981,25.55999947,Lateral,2,Direito,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,41.15999985,<25%,8.140000343,24.90999985,Lateral,2,Encurvado,Triangular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,29.63999939,<25%,6.320000172,21.32999992,Lateral,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Divergent,Flake,17.18000031,<25%,4.929999828,31.23999977,Lateral,2,Direito,Flat,Linear,Unidireccional,<25%
Natural,Irregular,Flake,16.77000046,<25%,6.21999979,12.21000004,Lateral,2,Irregular,Trapezoidal,Cortical,Unidireccional,<25%
Natural,Divergent,Flake,15.80000019,<25%,3.819999933,20.14999962,Lateral,2,Direito,Flat,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,15.68000031,<25%,4.230000019,12.60999966,Lateral,2,Irregular,Irregular,Cortical,Unidireccional,<25%
Natural,Irregular,Flake,10.72999954,<25%,3.589999914,27.06999969,Lateral,2,Direito,Irregular,Liso,Unidireccional,<25%
Hinged,Paralell,Flake,25.67,<25%,5.58,21.12,Lateral,2,Direito,Triangular,Liso,Unidireccional,<25%
Pointed,Biconvex,Flake,22.17000008,<25%,3.180000067,12.22999954,Lateral,2,Direito,Triangular,Liso,Unidireccional,<25%
Natural,Paralell,Flake,21.63,<25%,6.36,14.14,Lateral,2,Direito,Irregular,Liso,Unidireccional,<25%
Natural,Irregular,Flake,19.92,<25%,2.17,13.22,Lateral,2,Direito,Triangular,Multifacetted,Unidireccional,<25%
Natural,Divergent,Flake,12.74,<25%,2.43,15.06,Lateral,2,Torcido,Triangular,Crushed,Unidireccional,<25%
Natural,Irregular,Flake,10.18000031,<25%,1.350000024,9.93999958,Lateral,2,Encurvado,Flat,Crushed,Unidireccional,<25%
Hinged,Paralell,Flake,47.75,<25%,10.32,41.52,Lateral,2,Direito,Irregular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,38.96,<25%,14.91,31.16,Lateral,2,Direito,Trapezoidal,Liso,Unidireccional,<25%
Natural,Divergent,Flake,35.07,<25%,6.26,57.54,Lateral,2,Direito,Irregular,Cortical,Unidireccional,<25%
Natural,Paralell,Flake,28.73,<25%,4.24,21.56,Lateral,2,Direito,Trapezoidal,Liso,Unidireccional,<25%
Natural,Irregular,Flake,28.09,<25%,2.93,36.2,Lateral,2,Direito,Trapezoidal,Dihedral,Unidireccional,<25%
